tn,fp,fn,tp,accuracy,precision,recall,f1,fpr,specificity,balanced_accuracy,average_precision,roc_auc,predicted_malicious_fraction,n,source,target,model,seed,operating_point,threshold,fit_seconds,inference_seconds
1310,246,105,1412,0.8857793686950862,0.8516284680337757,0.930784442979565,0.8894488188976378,0.15809768637532134,0.8419023136246787,0.8863433783021218,0.9670606661227463,0.9614874608761373,0.5395379108363163,3073,iscx,iscx,mlp,11,validation_f1,-1.3117828369140625,8.387927899835631,0.009759499924257398
1543,13,495,1022,0.8346892287666775,0.9874396135265701,0.6736980883322347,0.8009404388714734,0.008354755784061696,0.9916452442159382,0.8326716662740865,0.9670606661227463,0.9614874608761373,0.3368044256426944,3073,iscx,iscx,mlp,11,validation_fpr_limit,1.9333173036575317,8.387927899835631,0.009759499924257398
166,5434,932,5197,0.4572427316906812,0.4888533534004327,0.8479360417686409,0.6201670644391408,0.9703571428571428,0.029642857142857144,0.43878944945574905,0.34438529179595645,0.11044271379623803,0.9063858811492881,11729,iscx,mendeley,mlp,11,default,5e-324,8.387927899835631,0.03422360005788505
110,5490,607,5522,0.48017733822150227,0.501452960406829,0.9009626366454561,0.6443031328393909,0.9803571428571428,0.019642857142857142,0.4603027468941566,0.34438529179595645,0.11044271379623803,0.9388694688379231,11729,iscx,mendeley,mlp,11,validation_f1,-1.3117828369140625,8.387927899835631,0.03422360005788505
227,5373,1589,4540,0.4064285105294569,0.45798446484414407,0.7407407407407407,0.5660142126916843,0.9594642857142858,0.040535714285714286,0.3906382275132275,0.34438529179595645,0.11044271379623803,0.8451700912268736,11729,iscx,mendeley,mlp,11,validation_fpr_limit,1.9333173036575317,8.387927899835631,0.03422360005788505
1419,137,142,1375,0.9092092417832737,0.9093915343915344,0.9063941990771259,0.9078903928689337,0.08804627249357326,0.9119537275064268,0.9091739632917764,0.9606723725788606,0.9569679874871424,0.4920273348519362,3073,iscx,iscx,dqn,11,default,5e-324,8.144426800077781,0.0047178000677376986
1420,136,145,1372,0.9085584119752684,0.9098143236074271,0.9044166117336849,0.9071074380165289,0.08740359897172237,0.9125964010282777,0.9085065063809813,0.9606723725788606,0.9569679874871424,0.4907256752359258,3073,iscx,iscx,dqn,11,validation_f1,0.015760421752929688,8.144426800077781,0.0047178000677376986
1541,15,638,879,0.7875040676863,0.9832214765100671,0.5794330916282135,0.7291580257154707,0.009640102827763496,0.9903598971722365,0.784896494400225,0.9606723725788606,0.9569679874871424,0.2909209241783274,3073,iscx,iscx,dqn,11,validation_fpr_limit,1.284163475036621,8.144426800077781,0.0047178000677376986
134,5466,846,5283,0.46184670474891293,0.4914875802400223,0.8619676945668135,0.6260220405261286,0.9760714285714286,0.023928571428571428,0.4429481329976925,0.35051755623113084,0.1459679975759271,0.9164464148691278,11729,iscx,mendeley,dqn,11,default,5e-324,8.144426800077781,0.014487099833786488
135,5465,848,5281,0.4617614459885753,0.49143867485576026,0.8616413770598793,0.6258962962962963,0.9758928571428571,0.024107142857142858,0.4428742599585111,0.35051755623113084,0.1459679975759271,0.9161906385881149,11729,iscx,mendeley,dqn,11,validation_f1,0.015760421752929688,8.144426800077781,0.014487099833786488
248,5352,1926,4203,0.3794867422627675,0.4398744113029827,0.6857562408223201,0.5359602142310635,0.9557142857142857,0.04428571428571428,0.3650209775540172,0.35051755623113084,0.1459679975759271,0.8146474550260039,11729,iscx,mendeley,dqn,11,validation_fpr_limit,1.284163475036621,8.144426800077781,0.014487099833786488
1420,136,145,1372,0.9085584119752684,0.9098143236074271,0.9044166117336849,0.9071074380165289,0.08740359897172237,0.9125964010282777,0.9085065063809813,0.960919719131675,0.9570417021824633,0.4907256752359258,3073,iscx,iscx,ddqn,11,default,5e-324,5.544776400085539,0.0026446001138538122
1420,136,143,1374,0.9092092417832737,0.909933774834437,0.9057350032959789,0.9078295341922695,0.08740359897172237,0.9125964010282777,0.9091657021621282,0.960919719131675,0.9570417021824633,0.491376505043931,3073,iscx,iscx,ddqn,11,validation_f1,-0.019113540649414062,5.544776400085539,0.0026446001138538122
1541,15,622,895,0.7927107061503417,0.9835164835164835,0.5899802241265656,0.7375360527400082,0.009640102827763496,0.9903598971722365,0.7901700606494011,0.960919719131675,0.9570417021824633,0.296127562642369,3073,iscx,iscx,ddqn,11,validation_fpr_limit,1.2616610527038574,5.544776400085539,0.0026446001138538122
135,5465,852,5277,0.4614204109472248,0.4912493018059952,0.8609887420460107,0.6255705056013278,0.9758928571428571,0.024107142857142858,0.4425479424515768,0.35051576172365506,0.14556447101601286,0.9158496035467645,11729,iscx,mendeley,ddqn,11,default,5e-324,5.544776400085539,0.0069414000026881695
134,5466,843,5286,0.46210248102992585,0.4916294642857143,0.8624571708272148,0.626266216456371,0.9760714285714286,0.023928571428571428,0.44319287112789313,0.35051576172365506,0.14556447101601286,0.9167021911501406,11729,iscx,mendeley,ddqn,11,validation_f1,-0.019113540649414062,5.544776400085539,0.0069414000026881695
248,5352,1880,4249,0.38340864523829826,0.44255806686803456,0.6932615434818078,0.540241576605213,0.9557142857142857,0.04428571428571428,0.36877362888376103,0.35051576172365506,0.14556447101601286,0.8185693580015346,11729,iscx,mendeley,ddqn,11,validation_fpr_limit,1.2616610527038574,5.544776400085539,0.0069414000026881695
0,1556,0,1517,0.4936544093719492,0.4936544093719492,1.0,0.6610021786492375,1.0,0.0,0.5,0.4936544093719492,0.5,1.0,3073,iscx,iscx,always_malicious,23,default,0.5000000000000001,7.779989391565323e-05,3.600004129111767e-05
0,1556,0,1517,0.4936544093719492,0.4936544093719492,1.0,0.6610021786492375,1.0,0.0,0.5,0.4936544093719492,0.5,1.0,3073,iscx,iscx,always_malicious,23,validation_f1,1.0,7.779989391565323e-05,3.600004129111767e-05
1556,0,1517,0,0.5063455906280507,0.0,0.0,0.0,0.0,1.0,0.5,0.4936544093719492,0.5,0.0,3073,iscx,iscx,always_malicious,23,validation_fpr_limit,1.0000000000000002,7.779989391565323e-05,3.600004129111767e-05
0,5600,0,6129,0.5225509421093018,0.5225509421093018,1.0,0.6864150520775003,1.0,0.0,0.5,0.5225509421093018,0.5,1.0,11729,iscx,mendeley,always_malicious,23,default,0.5000000000000001,7.779989391565323e-05,4.529999569058418e-05
0,5600,0,6129,0.5225509421093018,0.5225509421093018,1.0,0.6864150520775003,1.0,0.0,0.5,0.5225509421093018,0.5,1.0,11729,iscx,mendeley,always_malicious,23,validation_f1,1.0,7.779989391565323e-05,4.529999569058418e-05
5600,0,6129,0,0.47744905789069825,0.0,0.0,0.0,0.0,1.0,0.5,0.5225509421093018,0.5,0.0,11729,iscx,mendeley,always_malicious,23,validation_fpr_limit,1.0000000000000002,7.779989391565323e-05,4.529999569058418e-05
1369,187,319,1198,0.8353400585746827,0.8649819494584837,0.7897165458141068,0.8256374913852516,0.12017994858611825,0.8798200514138818,0.8347682986139943,0.9364943705576451,0.930786137570262,0.4506996420436056,3073,iscx,iscx,logistic,23,default,5e-324,0.02187749999575317,0.000690799904987216
1298,258,181,1336,0.8571428571428571,0.8381430363864492,0.8806855636123929,0.8588878174220508,0.16580976863753213,0.8341902313624678,0.8574378974874304,0.9364943705576451,0.930786137570262,0.5187113569801497,3073,iscx,iscx,logistic,23,validation_f1,-0.47409725189208984,0.02187749999575317,0.000690799904987216
1545,11,772,745,0.7452001301659616,0.9854497354497355,0.4911008569545155,0.6555213374395072,0.007069408740359897,0.9929305912596401,0.7420157241070778,0.9364943705576451,0.930786137570262,0.2460136674259681,3073,iscx,iscx,logistic,23,validation_fpr_limit,2.386249542236328,0.02187749999575317,0.000690799904987216
160,5440,1008,5121,0.450251513342996,0.4848972635167124,0.8355359765051396,0.6136608747753146,0.9714285714285714,0.02857142857142857,0.43205370253828407,0.3515997250176772,0.1256767300654966,0.9004177679256543,11729,iscx,mendeley,logistic,23,default,5e-324,0.02187749999575317,0.00045819999650120735
115,5485,811,5318,0.46321084491431497,0.49227066555586413,0.8676782509381629,0.6281596976139854,0.9794642857142857,0.020535714285714286,0.4441069826119386,0.3515997250176772,0.1256767300654966,0.9210503879273595,11729,iscx,mendeley,logistic,23,validation_f1,-0.47409725189208984,0.02187749999575317,0.00045819999650120735
330,5270,2280,3849,0.3562963594509336,0.42208575501699747,0.6279980420949584,0.5048530954879329,0.9410714285714286,0.05892857142857143,0.3434633067617649,0.3515997250176772,0.1256767300654966,0.7774746355187996,11729,iscx,mendeley,logistic,23,validation_fpr_limit,2.386249542236328,0.02187749999575317,0.00045819999650120735
1422,134,167,1350,0.9020501138952164,0.9097035040431267,0.8899143045484509,0.8997000999666778,0.08611825192802057,0.9138817480719794,0.9018980263102152,0.9697389632532099,0.962751201888452,0.48291571753986334,3073,iscx,iscx,random_forest,23,default,0.5000000000000001,0.9532892000861466,0.1010260998737067
1423,133,167,1350,0.902375528799219,0.9103169251517195,0.8899143045484509,0.9,0.08547557840616966,0.9145244215938303,0.9022193630711406,0.9697389632532099,0.962751201888452,0.4825903026358607,3073,iscx,iscx,random_forest,23,validation_f1,0.5171240287490287,0.9532892000861466,0.1010260998737067
1525,31,265,1252,0.9036771884152294,0.9758378799688231,0.8253131179960448,0.8942857142857142,0.01992287917737789,0.9800771208226221,0.9026951194093334,0.9697389632532099,0.962751201888452,0.41750732183534006,3073,iscx,iscx,random_forest,23,validation_fpr_limit,0.7965383295194508,0.9532892000861466,0.1010260998737067
114,5486,574,5555,0.48333191235399436,0.5031247169640432,0.9063468755098711,0.6470588235294118,0.9796428571428571,0.02035714285714286,0.463352009183507,0.4469055092517586,0.35180535160711374,0.9413419728877143,11729,iscx,mendeley,random_forest,23,default,0.5000000000000001,0.9532892000861466,0.14270050008781254
114,5486,581,5548,0.482735101031631,0.5028094979155338,0.9052047642356013,0.6465070209170891,0.9796428571428571,0.02035714285714286,0.46278095354637205,0.4469055092517586,0.35180535160711374,0.9407451615653508,11729,iscx,mendeley,random_forest,23,validation_f1,0.5171240287490287,0.9532892000861466,0.14270050008781254
165,5435,912,5217,0.4588626481370961,0.48976717987232443,0.8511992168379834,0.6217746260651927,0.9705357142857143,0.029464285714285714,0.44033175127613455,0.4469055092517586,0.35180535160711374,0.9081763151163782,11729,iscx,mendeley,random_forest,23,validation_fpr_limit,0.7965383295194508,0.9532892000861466,0.14270050008781254
1449,107,174,1343,0.9085584119752684,0.9262068965517242,0.8852999340804218,0.9052915402763735,0.06876606683804627,0.9312339331619537,0.9082669336211877,0.9667113692031885,0.961297243070395,0.4718516108037748,3073,iscx,iscx,mlp,23,default,5e-324,4.603025400079787,0.004488299833610654
1347,209,121,1396,0.8926130816791409,0.8697819314641745,0.9202373104812129,0.8942985265855221,0.13431876606683804,0.865681233933162,0.8929592722071875,0.9667113692031885,0.961297243070395,0.5222909209241783,3073,iscx,iscx,mlp,23,validation_f1,-0.7159175276756287,4.603025400079787,0.004488299833610654
1543,13,491,1026,0.835990888382688,0.987487969201155,0.6763348714568227,0.8028169014084507,0.008354755784061696,0.9916452442159382,0.8339900578363805,0.9667113692031885,0.961297243070395,0.33810608525870484,3073,iscx,iscx,mlp,23,validation_fpr_limit,2.20109486579895,4.603025400079787,0.004488299833610654
164,5436,832,5297,0.4655980902037684,0.4935246436224727,0.8642519171153532,0.6282765982682956,0.9707142857142858,0.029285714285714286,0.44676881570053373,0.346199571006943,0.11446715556021723,0.9150822747037258,11729,iscx,mendeley,mlp,23,default,5e-324,4.603025400079787,0.014471700182184577
120,5480,639,5490,0.4783016454940745,0.5004557885141294,0.895741556534508,0.6421428153693198,0.9785714285714285,0.02142857142857143,0.45858506398153975,0.346199571006943,0.11446715556021723,0.9352886009037429,11729,iscx,mendeley,mlp,23,validation_f1,-0.7159175276756287,4.603025400079787,0.014471700182184577
227,5373,1541,4588,0.4105209310256629,0.46059632567011344,0.7485723609071626,0.5702921068986948,0.9594642857142858,0.040535714285714286,0.3945540375964385,0.346199571006943,0.11446715556021723,0.8492625117230795,11729,iscx,mendeley,mlp,23,validation_fpr_limit,2.20109486579895,4.603025400079787,0.014471700182184577
1420,136,150,1367,0.9069313374552554,0.9095143047238856,0.9011206328279499,0.9052980132450331,0.08740359897172237,0.9125964010282777,0.9068585169281138,0.9617475614143027,0.9579436480809608,0.48909860071591277,3073,iscx,iscx,dqn,23,default,5e-324,7.284730700077489,0.004131000023335218
1412,144,142,1375,0.9069313374552554,0.9052007899934167,0.9063941990771259,0.9057971014492754,0.09254498714652956,0.9074550128534704,0.9069246059652982,0.9617475614143027,0.9579436480809608,0.49430523917995445,3073,iscx,iscx,dqn,23,validation_f1,-0.04510831832885742,7.284730700077489,0.004131000023335218
1543,13,689,828,0.7715587373901724,0.9845422116527943,0.5458141067897165,0.7022900763358778,0.008354755784061696,0.9916452442159382,0.7687296755028274,0.9617475614143027,0.9579436480809608,0.2736739342661894,3073,iscx,iscx,dqn,23,validation_fpr_limit,1.527613639831543,7.284730700077489,0.004131000023335218
139,5461,861,5268,0.46099411714553673,0.49100568552521207,0.8595203132648067,0.6249851702455808,0.9751785714285715,0.02482142857142857,0.44217087091811763,0.616950426700389,0.5462071853949608,0.9147412396623753,11729,iscx,mendeley,dqn,23,default,5e-324,7.284730700077489,0.013704900164157152
132,5468,848,5281,0.46150566970756246,0.4913015164201321,0.8616413770598793,0.6257850456215192,0.9764285714285714,0.023571428571428573,0.44260640281565394,0.616950426700389,0.5462071853949608,0.9164464148691278,11729,iscx,mendeley,dqn,23,validation_f1,-0.04510831832885742,7.284730700077489,0.013704900164157152
298,5302,1876,4253,0.38801261829652994,0.44510727367870223,0.6939141784956763,0.5423361387401173,0.9467857142857142,0.053214285714285714,0.373564232104981,0.616950426700389,0.5462071853949608,0.8146474550260039,11729,iscx,mendeley,dqn,23,validation_fpr_limit,1.527613639831543,7.284730700077489,0.013704900164157152
1429,127,160,1357,0.9066059225512528,0.9144204851752021,0.8945286750164799,0.9043652115961346,0.08161953727506427,0.9183804627249358,0.9064545688707079,0.9623895268869253,0.9582927337645503,0.48291571753986334,3073,iscx,iscx,ddqn,23,default,5e-324,7.091267300071195,0.003519299905747175
1417,139,142,1375,0.9085584119752684,0.9081902245706737,0.9063941990771259,0.907291322995711,0.08933161953727506,0.9106683804627249,0.9085312897699254,0.9623895268869253,0.9582927337645503,0.4926781646599414,3073,iscx,iscx,ddqn,23,validation_f1,-0.1104135513305664,7.091267300071195,0.003519299905747175
1544,12,648,869,0.7852261633582818,0.9863791146424518,0.5728411338167436,0.7247706422018348,0.007712082262210797,0.9922879177377892,0.7825645257772664,0.9623895268869253,0.9582927337645503,0.2866905304262935,3073,iscx,iscx,ddqn,23,validation_fpr_limit,1.5213508605957031,7.091267300071195,0.003519299905747175
145,5455,881,5248,0.45980049450080995,0.49032981407082127,0.8562571381954642,0.623574144486692,0.9741071428571428,0.025892857142857145,0.4410749976691607,0.572389589914443,0.4711649097965178,0.9125245118935971,11729,iscx,mendeley,ddqn,23,default,5e-324,7.091267300071195,0.013507799943909049
132,5468,842,5287,0.4620172222695882,0.49158530915853094,0.862620329580682,0.6262733949301114,0.9764285714285714,0.023571428571428573,0.4430958790760553,0.572389589914443,0.4711649097965178,0.9169579674311535,11729,iscx,mendeley,ddqn,23,validation_f1,-0.1104135513305664,7.091267300071195,0.013507799943909049
247,5353,1865,4264,0.384602267883025,0.4433815119059998,0.6957089247838146,0.54159786612473,0.9558928571428571,0.04410714285714286,0.36990803382047877,0.572389589914443,0.4711649097965178,0.8199334981669366,11729,iscx,mendeley,ddqn,23,validation_fpr_limit,1.5213508605957031,7.091267300071195,0.013507799943909049
0,1556,0,1517,0.4936544093719492,0.4936544093719492,1.0,0.6610021786492375,1.0,0.0,0.5,0.4936544093719492,0.5,1.0,3073,iscx,iscx,always_malicious,37,default,0.5000000000000001,7.810001261532307e-05,5.679996684193611e-05
0,1556,0,1517,0.4936544093719492,0.4936544093719492,1.0,0.6610021786492375,1.0,0.0,0.5,0.4936544093719492,0.5,1.0,3073,iscx,iscx,always_malicious,37,validation_f1,1.0,7.810001261532307e-05,5.679996684193611e-05
1556,0,1517,0,0.5063455906280507,0.0,0.0,0.0,0.0,1.0,0.5,0.4936544093719492,0.5,0.0,3073,iscx,iscx,always_malicious,37,validation_fpr_limit,1.0000000000000002,7.810001261532307e-05,5.679996684193611e-05
0,5600,0,6129,0.5225509421093018,0.5225509421093018,1.0,0.6864150520775003,1.0,0.0,0.5,0.5225509421093018,0.5,1.0,11729,iscx,mendeley,always_malicious,37,default,0.5000000000000001,7.810001261532307e-05,6.200000643730164e-05
0,5600,0,6129,0.5225509421093018,0.5225509421093018,1.0,0.6864150520775003,1.0,0.0,0.5,0.5225509421093018,0.5,1.0,11729,iscx,mendeley,always_malicious,37,validation_f1,1.0,7.810001261532307e-05,6.200000643730164e-05
5600,0,6129,0,0.47744905789069825,0.0,0.0,0.0,0.0,1.0,0.5,0.5225509421093018,0.5,0.0,11729,iscx,mendeley,always_malicious,37,validation_fpr_limit,1.0000000000000002,7.810001261532307e-05,6.200000643730164e-05
1369,187,319,1198,0.8353400585746827,0.8649819494584837,0.7897165458141068,0.8256374913852516,0.12017994858611825,0.8798200514138818,0.8347682986139943,0.9364943705576451,0.930786137570262,0.4506996420436056,3073,iscx,iscx,logistic,37,default,5e-324,0.016818000003695488,0.00043480005115270615
1298,258,181,1336,0.8571428571428571,0.8381430363864492,0.8806855636123929,0.8588878174220508,0.16580976863753213,0.8341902313624678,0.8574378974874304,0.9364943705576451,0.930786137570262,0.5187113569801497,3073,iscx,iscx,logistic,37,validation_f1,-0.47409725189208984,0.016818000003695488,0.00043480005115270615
1545,11,772,745,0.7452001301659616,0.9854497354497355,0.4911008569545155,0.6555213374395072,0.007069408740359897,0.9929305912596401,0.7420157241070778,0.9364943705576451,0.930786137570262,0.2460136674259681,3073,iscx,iscx,logistic,37,validation_fpr_limit,2.386249542236328,0.016818000003695488,0.00043480005115270615
160,5440,1008,5121,0.450251513342996,0.4848972635167124,0.8355359765051396,0.6136608747753146,0.9714285714285714,0.02857142857142857,0.43205370253828407,0.3515997250176772,0.1256767300654966,0.9004177679256543,11729,iscx,mendeley,logistic,37,default,5e-324,0.016818000003695488,0.0005250000394880772
115,5485,811,5318,0.46321084491431497,0.49227066555586413,0.8676782509381629,0.6281596976139854,0.9794642857142857,0.020535714285714286,0.4441069826119386,0.3515997250176772,0.1256767300654966,0.9210503879273595,11729,iscx,mendeley,logistic,37,validation_f1,-0.47409725189208984,0.016818000003695488,0.0005250000394880772
330,5270,2280,3849,0.3562963594509336,0.42208575501699747,0.6279980420949584,0.5048530954879329,0.9410714285714286,0.05892857142857143,0.3434633067617649,0.3515997250176772,0.1256767300654966,0.7774746355187996,11729,iscx,mendeley,logistic,37,validation_fpr_limit,2.386249542236328,0.016818000003695488,0.0005250000394880772
1421,135,162,1355,0.9033517735112269,0.9093959731543624,0.8932102834541858,0.9012304622547389,0.08676092544987146,0.9132390745501285,0.9032246790021572,0.9695875570055864,0.9625643732641036,0.48486820696387894,3073,iscx,iscx,random_forest,37,default,0.5000000000000001,1.2518761998508126,0.08877290016971529
1516,40,233,1284,0.9111617312072893,0.9697885196374623,0.8464073829927489,0.9039070749736009,0.02570694087403599,0.974293059125964,0.9103502210593564,0.9695875570055864,0.9625643732641036,0.43084933289944677,3073,iscx,iscx,random_forest,37,validation_f1,0.68,1.2518761998508126,0.08877290016971529
1525,31,271,1246,0.9017246989912138,0.975724353954581,0.8213579433091628,0.8919112383679313,0.01992287917737789,0.9800771208226221,0.9007175320658924,0.9695875570055864,0.9625643732641036,0.41555483241132446,3073,iscx,iscx,random_forest,37,validation_fpr_limit,0.8132380952380952,1.2518761998508126,0.08877290016971529
110,5490,562,5567,0.48401398243669536,0.5034819571312291,0.9083047805514766,0.6478529035261259,0.9803571428571428,0.019642857142857142,0.4639738188471669,0.4410780049342865,0.33964751882152766,0.9427061130531162,11729,iscx,mendeley,random_forest,37,default,0.5000000000000001,1.2518761998508126,0.13536069984547794
132,5468,736,5393,0.4710546508653764,0.4965472792560538,0.8799151574481971,0.6348440258975868,0.9764285714285714,0.023571428571428573,0.45174329300981286,0.4410780049342865,0.33964751882152766,0.9259953960269418,11729,iscx,mendeley,random_forest,37,validation_f1,0.68,1.2518761998508126,0.13536069984547794
165,5435,975,5154,0.4534913462358257,0.48673151383511193,0.8409202153695545,0.6165809307333413,0.9705357142857143,0.029464285714285714,0.4351922505419201,0.4410780049342865,0.33964751882152766,0.9028050132151079,11729,iscx,mendeley,random_forest,37,validation_fpr_limit,0.8132380952380952,1.2518761998508126,0.13536069984547794
1458,98,200,1317,0.9030263586072242,0.9307420494699646,0.8681608437705999,0.8983628922237381,0.06298200514138817,0.9370179948586118,0.9025894193146058,0.9662345126076358,0.9607871712705871,0.4604620891636837,3073,iscx,iscx,mlp,37,default,5e-324,2.878986599855125,0.0029937000945210457
1319,237,117,1400,0.8848031239830785,0.855222968845449,0.922874093605801,0.8877615726062144,0.15231362467866325,0.8476863753213367,0.8852802344635688,0.9662345126076358,0.9607871712705871,0.5327041978522616,3073,iscx,iscx,mlp,37,validation_f1,-1.258789300918579,2.878986599855125,0.0029937000945210457
1543,13,498,1019,0.8337129840546698,0.9874031007751938,0.6717205009887937,0.7995292271479011,0.008354755784061696,0.9916452442159382,0.831682872602366,0.9662345126076358,0.9607871712705871,0.3358281809306866,3073,iscx,iscx,mlp,37,validation_fpr_limit,2.2070913314819336,2.878986599855125,0.0029937000945210457
167,5433,942,5187,0.4564754028476426,0.4884180790960452,0.8463044542339696,0.6193802615081497,0.9701785714285714,0.02982142857142857,0.4380629414026991,0.3468558055088172,0.11548204671002027,0.9054480347855742,11729,iscx,mendeley,mlp,37,default,5e-324,2.878986599855125,0.014686399837955832
114,5486,612,5517,0.4800920794611646,0.5014087067163501,0.9001468428781204,0.6440579033387812,0.9796428571428571,0.02035714285714286,0.46025199286763163,0.3468558055088172,0.11548204671002027,0.9381021399948845,11729,iscx,mendeley,mlp,37,validation_f1,-1.258789300918579,2.878986599855125,0.014686399837955832
237,5363,1576,4553,0.40838946201722226,0.459156918112142,0.7428618045358133,0.5675288251791836,0.9576785714285714,0.04232142857142857,0.39259161655362096,0.3468558055088172,0.11548204671002027,0.8454258675078864,11729,iscx,mendeley,mlp,37,validation_fpr_limit,2.2070913314819336,2.878986599855125,0.014686399837955832
