source,target,seed,operating_point,average_precision_ddqn_minus_dqn,roc_auc_ddqn_minus_dqn,f1_ddqn_minus_dqn,precision_ddqn_minus_dqn,recall_ddqn_minus_dqn,fpr_ddqn_minus_dqn,balanced_accuracy_ddqn_minus_dqn
mendeley,iscx,23,validation_fpr_limit,-0.006097155303176671,-0.005801431251302724,-0.005923636192632253,-0.0013568060784912572,-0.007251153592616966,-0.006426735218509005,-0.00041220918705398013
mendeley,iscx,37,default,0.009579016411466024,0.014334542706227471,0.0002917842277949667,0.00016482603861589507,0.0006591957811470373,0.0,0.0003295978905735186
mendeley,iscx,37,validation_f1,0.009579016411466024,0.014334542706227471,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,37,validation_fpr_limit,0.009579016411466024,0.014334542706227471,0.020954212303362307,0.021033076067257683,0.020435069215557017,-0.007712082262210873,0.014073575738883903
mendeley,iscx,51,default,-0.026071040228828446,-0.020966323399077835,-0.0002919114223143282,-0.00016493338217732356,-0.0006591957811469262,0.0,-0.0003295978905734631
mendeley,iscx,51,validation_f1,-0.026071040228828446,-0.020966323399077835,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,51,validation_fpr_limit,-0.026071040228828446,-0.020966323399077835,-0.04563768241660718,-0.044538654974530884,-0.045484508899143045,0.00899742930591263,-0.027240969102527823
mendeley,iscx,71,default,0.007743195781083123,0.006661859677722759,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,71,validation_f1,0.007743195781083123,0.006661859677722759,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,71,validation_fpr_limit,0.007743195781083123,0.006661859677722759,0.03607018395195474,0.035412791529546406,0.03559657218193804,-0.005784061696658016,0.020690316939298126
mendeley,mendeley,11,default,-0.000860648850253054,-0.0001773331701746539,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,11,validation_f1,-0.000860648850253054,-0.0001773331701746539,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,11,validation_fpr_limit,-0.000860648850253054,-0.0001773331701746539,-0.003510378560030697,-0.008506015123226573,-0.002121063795072625,0.0012499999999999994,-0.0016855318975363964
mendeley,mendeley,23,default,0.000407035215356788,0.00013109514486153717,0.0002655335999741659,0.0004817043022488088,0.0,-0.0007142857142857229,0.00035714285714283367
mendeley,mendeley,23,validation_f1,0.000407035215356788,0.00013109514486153717,0.0014967779166376038,-0.0071137683537619845,0.012726382770435585,0.014464285714285707,-0.0008689514719250058
mendeley,mendeley,23,validation_fpr_limit,0.000407035215356788,0.00013109514486153717,-0.01061509035522562,0.002720244958742013,-0.007505302659487678,-0.0012500000000000011,-0.003127651329743797
mendeley,mendeley,37,default,0.00222140542622995,0.0005205638300351811,-0.00017623092213914227,-0.0004523844460047055,0.00016315875346717412,0.0007142857142857229,-0.0002755634804092466
mendeley,mendeley,37,validation_f1,0.00222140542622995,0.0005205638300351811,8.640489880840097e-05,2.817286423184573e-05,0.00016315875346717412,0.0,8.157937673347604e-05
mendeley,mendeley,37,validation_fpr_limit,0.00222140542622995,0.0005205638300351811,0.010774827175877355,0.006398343036274068,0.007178985152553441,-0.0005357142857142887,0.0038573497191337625
mendeley,mendeley,51,default,-0.0022189862669312888,-0.000554506677854727,0.002297145421581104,0.0008056517318477674,0.004078968836678132,-0.0001785714285714446,0.002128770132624691
mendeley,mendeley,51,validation_f1,-0.0022189862669312888,-0.000554506677854727,-8.604822119517852e-05,-0.00039095316841708527,0.0003263175069342372,0.0007142857142857229,-0.00019398410367577057
mendeley,mendeley,51,validation_fpr_limit,-0.0022189862669312888,-0.000554506677854727,-0.008712673912450397,-0.007543987135823937,-0.005710556371349318,0.0008928571428571414,-0.0033017067571032843
mendeley,mendeley,71,default,-0.00036311420799028937,-0.00014320094165909403,0.00019716688549764605,-3.3805132489295175e-05,0.0004894762604013003,0.00017857142857141683,0.00015545241591485848
mendeley,mendeley,71,validation_f1,-0.00036311420799028937,-0.00014320094165909403,8.64179785690089e-05,2.8180819297340953e-05,0.0001631587534670631,0.0,8.157937673358706e-05
mendeley,mendeley,71,validation_fpr_limit,-0.00036311420799028937,-0.00014320094165909403,0.007000123054151708,-0.0013555334167073552,0.0047316038505465785,0.0007142857142857142,0.002008659068130525
