source,target,model,operating_point,average_precision_mean,average_precision_std,average_precision_count,roc_auc_mean,roc_auc_std,roc_auc_count,f1_mean,f1_std,f1_count,precision_mean,precision_std,precision_count,recall_mean,recall_std,recall_count,fpr_mean,fpr_std,fpr_count,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_count
iscx,iscx,always_malicious,default,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
iscx,iscx,always_malicious,validation_f1,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
iscx,iscx,always_malicious,validation_fpr_limit,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
iscx,iscx,ddqn,default,0.000750942541010402,0.0005683218615750167,5,0.0003634049749794199,0.0004549082881430044,5,0.004842306132893892,0.004772495284387791,5,0.008326512055337321,0.015953984033114727,5,0.002109426499670408,0.015420109708333251,5,-0.007840616966580977,0.01679826144236971,5,0.004975021733125673,0.00470196368294733,5
iscx,iscx,ddqn,validation_f1,0.000750942541010402,0.0005683218615750167,5,0.0003634049749794199,0.0004549082881430044,5,0.01075366313472208,0.007937658705515566,5,0.025896046570571474,0.04100383447210734,5,-0.004614370468029016,0.028790333291921506,5,-0.02917737789203085,0.049618391623534666,5,0.01228150371200092,0.011160002348242003,5
iscx,iscx,ddqn,validation_fpr_limit,0.000750942541010402,0.0005683218615750167,5,0.0003634049749794199,0.0004549082881430044,5,0.0028333869111685896,0.006036253452663603,5,-0.0017313165379750695,0.0014353827950862369,5,0.0050098879367171945,0.009317773755614848,5,0.001285347043701799,0.0011131431925249851,5,0.0018622704465077078,0.004247740803744304,5
iscx,iscx,dqn,default,0.0007539136880355457,0.000521196865645698,5,0.00022694805910052906,0.0005595989615483706,5,-0.0010424476364138346,0.005562457398662023,5,0.011294113345291224,0.017220988634328433,5,-0.011865524060646004,0.020280316496921774,5,-0.011953727506426736,0.018215004833772686,5,4.410172289044389e-05,0.004687923582678692,5
iscx,iscx,dqn,validation_f1,0.0007539136880355457,0.000521196865645698,5,0.00022694805910052906,0.0005595989615483706,5,0.005476024583200756,0.01668225421343902,5,0.01262583745983643,0.05448210293780065,5,-0.0010547132498352374,0.025138619312997264,5,-0.013110539845758353,0.06714723571279403,5,0.006027913297961573,0.021064561695018785,5
iscx,iscx,dqn,validation_fpr_limit,0.0007539136880355457,0.000521196865645698,5,0.00022694805910052906,0.0005595989615483706,5,0.00818402891427894,0.007135309431966653,5,-0.00016609939442309153,0.002816409400428552,5,0.011997363216875412,0.011364198781547779,5,0.00025706940874035966,0.002062571534174963,5,0.005870146904067464,0.0049791686856340105,5
iscx,iscx,logistic,default,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
