source,target,model,seed,operating_point,average_precision,roc_auc,f1,precision,recall,fpr,balanced_accuracy
iscx,mendeley,mlp,23,validation_fpr_limit,-0.00047387867045434184,0.004066440575251143,0.009510333559652584,0.005488222559916767,0.01876325664871914,0.001071428571428612,0.008845914038645264
iscx,mendeley,mlp,37,default,-0.0006236243742689385,0.002875381674941127,0.011390635437019903,0.0058492220030682,0.02545276554087128,0.005178571428571366,0.010137097056149957
iscx,mendeley,mlp,37,validation_f1,-0.0006236243742689385,0.002875381674941127,-0.004109849463484583,-0.001429190605058528,-0.01158427149616581,-0.006785714285714284,-0.002399278605225763
iscx,mendeley,mlp,37,validation_fpr_limit,-0.0006236243742689385,0.002875381674941127,0.0038717868568083347,0.0022880517363356168,0.007505302659487789,0.0,0.0037526513297438946
iscx,mendeley,mlp,51,default,-0.00026465923515672785,-0.0006156912104048756,-0.0032129998561448714,-0.0017518044922468223,-0.006852667645619204,-0.0007142857142856673,-0.003069190965666768
iscx,mendeley,mlp,51,validation_f1,-0.00026465923515672785,-0.0006156912104048756,0.0033982603115866317,0.001861489974381958,0.007342143906020615,0.000535714285714306,0.0034032148101531545
iscx,mendeley,mlp,51,validation_fpr_limit,-0.00026465923515672785,-0.0006156912104048756,0.0009530365734916613,0.0005190878069120664,0.0019579050416055344,0.00035714285714283367,0.0008003810922313503
iscx,mendeley,mlp,71,default,-0.0005613946924187263,-0.0005187137263128611,0.008845083633238993,0.004822256070201536,0.01876325664871925,0.002142857142857113,0.008310199752931069
iscx,mendeley,mlp,71,validation_f1,-0.0005613946924187263,-0.0005187137263128611,0.0008814510430152911,0.000812520364729119,0.0008157937673356486,-0.0023214285714285854,0.001568611169382117
iscx,mendeley,mlp,71,validation_fpr_limit,-0.0005613946924187263,-0.0005187137263128611,0.005750283554921132,0.0033948433894590013,0.011094795235764399,0.00017857142857147235,0.005458111903596463
iscx,mendeley,random_forest,11,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iscx,mendeley,random_forest,11,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iscx,mendeley,random_forest,11,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iscx,mendeley,random_forest,23,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iscx,mendeley,random_forest,23,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iscx,mendeley,random_forest,23,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iscx,mendeley,random_forest,37,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iscx,mendeley,random_forest,37,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iscx,mendeley,random_forest,37,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iscx,mendeley,random_forest,51,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iscx,mendeley,random_forest,51,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iscx,mendeley,random_forest,51,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iscx,mendeley,random_forest,71,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iscx,mendeley,random_forest,71,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iscx,mendeley,random_forest,71,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,always_malicious,11,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,always_malicious,11,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,always_malicious,11,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,always_malicious,23,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,always_malicious,23,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,always_malicious,23,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,always_malicious,37,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,always_malicious,37,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,always_malicious,37,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,always_malicious,51,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,always_malicious,51,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,always_malicious,51,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,always_malicious,71,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,always_malicious,71,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,always_malicious,71,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,ddqn,11,default,0.08020832548515561,0.07822590758041253,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,ddqn,11,validation_f1,0.08020832548515561,0.07822590758041253,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,ddqn,11,validation_fpr_limit,0.08020832548515561,0.07822590758041253,0.02958921169639156,0.03174193146805265,0.02768622280817401,-0.023778920308483387,0.025732571558328643
mendeley,iscx,ddqn,23,default,0.007815425036403423,-0.0300916943026166,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,ddqn,23,validation_f1,0.007815425036403423,-0.0300916943026166,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,ddqn,23,validation_fpr_limit,0.007815425036403423,-0.0300916943026166,0.054062821245002834,0.03677183289716002,0.04614370468029,-0.0032133676092545027,0.024678536144772223
mendeley,iscx,ddqn,37,default,0.012863806631117858,0.006093536322704263,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,ddqn,37,validation_f1,0.012863806631117858,0.006093536322704263,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,ddqn,37,validation_fpr_limit,0.012863806631117858,0.006093536322704263,-0.00637239515242799,0.021893091186928837,-0.02636783124587999,-0.08611825192802053,0.02987521034107027
mendeley,iscx,ddqn,51,default,0.0447631907679471,0.02927913806338789,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,ddqn,51,validation_f1,0.0447631907679471,0.02927913806338789,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,ddqn,51,validation_fpr_limit,0.0447631907679471,0.02927913806338789,-0.001580317069023618,0.025971223727184467,-0.02109426499670397,-0.08740359897172234,0.03315466698750924
