source,target,model,seed,operating_point,average_precision,roc_auc,f1,precision,recall,fpr,balanced_accuracy,predicted_malicious_fraction
mendeley,iscx,ddqn,37,default,0.10712185024878396,0.18032986902508497,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,ddqn,37,validation_f1,0.10712185024878396,0.18032986902508497,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,ddqn,37,validation_fpr_limit,0.10712185024878396,0.18032986902508497,0.07274207636120167,0.1654285864812181,0.016479894528675043,-0.25321336760925445,0.13484663106896472,-0.12007809957696064
mendeley,iscx,ddqn,51,default,0.042515090151467816,0.12785453802915714,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,ddqn,51,validation_f1,0.042515090151467816,0.12785453802915714,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,ddqn,51,validation_fpr_limit,0.042515090151467816,0.12785453802915714,-0.12555778144997415,0.015456215895170544,-0.17468688200395516,-0.3001285347043702,0.06272082635020759,-0.23820370972990562
mendeley,iscx,ddqn,71,default,0.22194725015557337,0.2952942910934008,0.0002917842277949667,0.00016482603861589507,0.0006591957811470373,0.0,0.0003295978905735186,0.00032541490400261885
mendeley,iscx,ddqn,71,validation_f1,0.22194725015557337,0.2952942910934008,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,ddqn,71,validation_fpr_limit,0.22194725015557337,0.2952942910934008,0.2401168376955302,0.48888298524543267,0.13909030982201714,-0.4248071979434447,0.281948753882731,-0.14643670680117152
mendeley,iscx,dqn,11,default,0.11340900280861738,0.1957919500163529,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,dqn,11,validation_f1,0.11340900280861738,0.1957919500163529,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,dqn,11,validation_fpr_limit,0.11340900280861738,0.1957919500163529,0.01050539111610671,0.29905770756068817,-0.07580751483190507,-0.4312339331619537,0.17771320916502437,-0.2557761145460462
mendeley,iscx,dqn,23,default,-0.03855453212951976,0.009431668172028007,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,dqn,23,validation_f1,-0.03855453212951976,0.009431668172028007,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,dqn,23,validation_fpr_limit,-0.03855453212951976,0.009431668172028007,-0.01905738580523869,-0.17792997982690184,0.005932762030323002,0.09125964010282775,-0.04266343903625236,0.049137650504393116
mendeley,iscx,dqn,37,default,0.11590344760480897,0.20241165675048678,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,dqn,37,validation_f1,0.11590344760480897,0.20241165675048678,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,dqn,37,validation_fpr_limit,0.11590344760480897,0.20241165675048678,0.10446986523140323,0.1928265123129172,0.051417270929466075,-0.2589974293059126,0.15520735011768927,-0.10575984380084608
mendeley,iscx,dqn,51,default,-0.08877404094860863,0.013459286611208321,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,dqn,51,validation_f1,-0.08877404094860863,0.013459286611208321,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,dqn,51,validation_fpr_limit,-0.08877404094860863,0.013459286611208321,-0.17776895193439107,-0.12375007951148154,-0.17468688200395516,-0.06298200514138816,-0.05585243843128351,-0.11812561015294504
mendeley,iscx,dqn,71,default,0.2185759342479019,0.28899083734810116,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,dqn,71,validation_f1,0.2185759342479019,0.28899083734810116,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,dqn,71,validation_fpr_limit,0.2185759342479019,0.28899083734810116,0.21308409331892697,0.4642324010056568,0.1114040870138431,-0.4273778920308483,0.26939098952234575,-0.16140579238529126
mendeley,iscx,logistic,11,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,logistic,11,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,logistic,11,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,logistic,23,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,logistic,23,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,logistic,23,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,logistic,37,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,logistic,37,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,logistic,37,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,logistic,51,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,logistic,51,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,logistic,51,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,logistic,71,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,logistic,71,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,logistic,71,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,mlp,11,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,mlp,11,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,mlp,11,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,mlp,23,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,mlp,23,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,mlp,23,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,mlp,37,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,mlp,37,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,mlp,37,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,mlp,51,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,mlp,51,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,mlp,51,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,mlp,71,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,mlp,71,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,mlp,71,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,random_forest,11,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,random_forest,11,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,random_forest,11,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,random_forest,23,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,random_forest,23,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,random_forest,23,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,random_forest,37,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,random_forest,37,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,random_forest,37,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,random_forest,51,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,random_forest,51,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,random_forest,51,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,random_forest,71,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,random_forest,71,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,random_forest,71,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,always_malicious,11,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,always_malicious,11,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,always_malicious,11,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,always_malicious,23,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,always_malicious,23,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,always_malicious,23,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,always_malicious,37,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,always_malicious,37,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,always_malicious,37,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,always_malicious,51,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,always_malicious,51,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,always_malicious,51,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,always_malicious,71,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,always_malicious,71,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,always_malicious,71,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,ddqn,11,default,0.005280163617556455,0.005958776192807158,0.002706109626319453,-0.000642078650011646,0.006852667645619093,0.002678571428571419,0.0020870481085238923,0.004859749339244601
mendeley,mendeley,ddqn,11,validation_f1,0.005280163617556455,0.005958776192807158,0.002603454866648036,-0.007685238652189397,0.016642192853646653,0.01696428571428571,-0.0001610464303195558,0.01679597578651204
mendeley,mendeley,ddqn,11,validation_fpr_limit,0.005280163617556455,0.005958776192807158,-0.0033545265938498825,-0.0029588435307844607,-0.002284222548539716,0.0005357142857142869,-0.0014099684171270388,-0.0009378463637138706
mendeley,mendeley,ddqn,23,default,0.011042174452469578,0.008700659044821979,0.0028599950864450774,-0.007813571915376682,0.01647903410017948,0.016250000000000014,0.00011451705008980184,0.016369681984823914
mendeley,mendeley,ddqn,23,validation_f1,0.011042174452469578,0.008700659044821979,0.0017928158808483419,0.006360113204145423,-0.004242127590145306,-0.011071428571428565,0.003414650490641713,-0.007502770909710965
mendeley,mendeley,ddqn,23,validation_fpr_limit,0.011042174452469578,0.008700659044821979,0.052516607956055894,0.0038442552141182418,0.03752651329743842,0.0012499999999999994,0.018138256648719264,0.020206326200017055
mendeley,mendeley,ddqn,37,default,0.015745561013689846,0.009466500011654277,0.0034424086936730713,-0.0006279115564782334,0.008647413933757564,0.0032142857142856973,0.002716564109735975,0.0060533719839713784
mendeley,mendeley,ddqn,37,validation_f1,0.015745561013689846,0.009466500011654277,0.0005664606618480672,0.0018486451698244144,-0.0011421112742698858,-0.0032142857142856973,0.0010360872200079196,-0.002131469008440634
mendeley,mendeley,ddqn,37,validation_fpr_limit,0.015745561013689846,0.009466500011654277,0.03325142721994273,0.022861644600475683,0.023168542992331537,-0.003928571428571429,0.01354855721045145,0.01023105124051496
mendeley,mendeley,ddqn,51,default,0.0033343641616471187,0.00518570962403575,-0.001779387827631318,0.004735018762696996,-0.009463207701093101,-0.00910714285714287,-0.00017803242197511615,-0.009293204876801076
mendeley,mendeley,ddqn,51,validation_f1,0.0033343641616471187,0.00518570962403575,0.0013903924956739644,0.017245179230923613,-0.0205580029368575,-0.033749999999999974,0.006595998531571223,-0.026856509506351767
mendeley,mendeley,ddqn,51,validation_fpr_limit,0.0033343641616471187,0.00518570962403575,-0.0225405754622372,-0.0019335000894350474,-0.015989557839778096,-0.00035714285714285796,-0.007816207491317617,-0.008525876033762467
mendeley,mendeley,ddqn,71,default,0.012595952970415492,0.007904342353681537,0.0022618322058060025,0.0008874851587878929,0.003915810083210958,-0.0003571428571428614,0.0021364764701768957,0.0018756927274277135
mendeley,mendeley,ddqn,71,validation_f1,0.012595952970415492,0.007904342353681537,-8.776611023786351e-05,-0.00040106243388937646,0.0003263175069342372,0.0007142857142857229,-0.00019398410367577057,0.00051155256202573
mendeley,mendeley,ddqn,71,validation_fpr_limit,0.012595952970415492,0.007904342353681537,0.05870926123631526,0.0021730281116805195,0.04225811714798497,0.0017857142857142846,0.02023620143113536,0.02293460653082105
mendeley,mendeley,dqn,11,default,0.0031790440724852598,0.005561266111926977,0.002617745526647841,-0.0006693756693756381,0.00668950889215203,0.002678571428571419,0.0020054687317903053,0.004774490578906887
mendeley,mendeley,dqn,11,validation_f1,0.0031790440724852598,0.005561266111926977,0.0027341508796969727,-0.007090364386568737,0.016152716593245242,0.015892857142857153,0.00012992972519410007,0.0160286469434735
mendeley,mendeley,dqn,11,validation_fpr_limit,0.0031790440724852598,0.005561266111926977,-0.012780488010896929,-0.0053116653145491854,-0.008973731440691801,0.0007142857142857142,-0.00484400857748879,-0.004348196777218857
mendeley,mendeley,dqn,23,default,0.011580008823907084,0.00915368680511841,0.0015627818316841235,-0.0010016010936048092,0.004894762604013669,0.0028571428571428636,0.0010188098734355,0.003921902975530744
mendeley,mendeley,dqn,23,validation_f1,0.011580008823907084,0.00915368680511841,0.001554266709947849,0.005822231500721697,-0.004078968836678132,-0.010178571428571426,0.0030498012959467857,-0.006991218347685235
mendeley,mendeley,dqn,23,validation_fpr_limit,0.011580008823907084,0.00915368680511841,0.05814609405976934,0.003217202234975902,0.041442323380649376,0.0016071428571428573,0.019917590261753326,0.022423053968795292
mendeley,mendeley,dqn,37,default,0.016822053271582704,0.00958916043167135,0.003727288545624874,-0.0006338952612182647,0.009300048947626038,0.003392857142857142,0.0029535959023845315,0.006479665785659505
mendeley,mendeley,dqn,37,validation_f1,0.016822053271582704,0.00958916043167135,0.0005664606618480672,0.0018486451698244144,-0.0011421112742698858,-0.0032142857142856973,0.0010360872200079196,-0.002131469008440634
mendeley,mendeley,dqn,37,validation_fpr_limit,0.016822053271582704,0.00958916043167135,0.034070763557509265,0.02537420741454599,0.02365801925273292,-0.004464285714285716,0.014061152483509254,0.01023105124051496
mendeley,mendeley,dqn,51,default,0.003508615092457812,0.005096059716103718,-0.0013860144868768076,0.009484157023899598,-0.014357970305106882,-0.01732142857142857,0.001481729133160803,-0.01577287066246058
mendeley,mendeley,dqn,51,validation_f1,0.003508615092457812,0.005096059716103718,0.0013243423331003035,0.002555172416280449,-0.0003263175069342372,-0.004107142857142837,0.0018904126751043693,-0.002131469008440634
mendeley,mendeley,dqn,51,validation_fpr_limit,0.003508615092457812,0.005096059716103718,-0.027763111759035286,-0.0026996177051438197,-0.019742209169521935,-0.00035714285714285796,-0.009692533156189564,-0.010486827521527839
mendeley,mendeley,dqn,71,default,0.011391994070628741,0.00710349509358299,0.0011380779202105895,0.007205235262054077,-0.006363191385217903,-0.012321428571428567,0.002979118593105401,-0.009207946116463472
mendeley,mendeley,dqn,71,validation_f1,0.011391994070628741,0.00710349509358299,0.0010353636166754443,-0.0030531765403595257,0.006363191385217903,0.006428571428571422,-3.2690021676828884e-05,0.006394407025321902
mendeley,mendeley,dqn,71,validation_fpr_limit,0.011391994070628741,0.00710349509358299,0.04957018580684891,0.0013573772006839624,0.03589492576276715,0.0016071428571428573,0.017143891452812254,0.019524256117316063
mendeley,mendeley,logistic,11,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,logistic,11,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,logistic,11,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,logistic,23,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,logistic,23,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,logistic,23,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,logistic,37,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,logistic,37,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,logistic,37,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,logistic,51,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,logistic,51,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,logistic,51,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,logistic,71,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,logistic,71,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,logistic,71,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,mlp,11,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,mlp,11,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,mlp,11,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,mlp,23,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,mlp,23,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,mlp,23,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,mlp,37,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,mlp,37,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,mlp,37,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,mlp,51,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,mlp,51,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,mlp,51,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,mlp,71,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,mlp,71,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,mlp,71,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,random_forest,11,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,random_forest,11,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,random_forest,11,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,random_forest,23,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,random_forest,23,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,random_forest,23,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,random_forest,37,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,random_forest,37,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,random_forest,37,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,random_forest,51,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,random_forest,51,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,random_forest,51,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,random_forest,71,default,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,random_forest,71,validation_f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mendeley,mendeley,random_forest,71,validation_fpr_limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
