source,target,model,operating_point,average_precision_mean,average_precision_std,average_precision_count,roc_auc_mean,roc_auc_std,roc_auc_count,f1_mean,f1_std,f1_count,recall_mean,recall_std,recall_count,precision_mean,precision_std,precision_count,fpr_mean,fpr_std,fpr_count,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_count,predicted_malicious_fraction_mean,predicted_malicious_fraction_std,predicted_malicious_fraction_count
mendeley,iscx,random_forest,validation_fpr_limit,0.09553729371611475,0.015089962179926307,5,0.07246489231723419,0.00708325470079887,5,-0.2008452138722004,0.008948376881406081,5,-0.248780487804878,0.010207961151772887,5,0.32816180254823596,0.007807445422945721,5,-0.2929305912596401,0.008384365170848531,5,0.022075051727381046,0.004581662967883377,5,-0.27113569801496906,0.008126907408369936,5
mendeley,mendeley,always_malicious,default,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
mendeley,mendeley,always_malicious,validation_f1,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
mendeley,mendeley,always_malicious,validation_fpr_limit,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
mendeley,mendeley,ddqn,default,-0.208818796218763,0.01294790396313248,5,-0.293494242826842,0.011220467529416626,5,-0.3157679353295169,0.06709174522697543,5,-0.420133790177843,0.1115561511596349,5,-0.17385126186161243,0.04917965157888636,5,0.08475000000000002,0.12891049042190605,5,-0.2524418950889215,0.02499734135337353,5,-0.1790775002131469,0.11753144467420945,5
mendeley,mendeley,ddqn,validation_f1,-0.208818796218763,0.01294790396313248,5,-0.293494242826842,0.011220467529416626,5,-0.17709388072082252,0.012065671798557314,5,0.0531244901288954,0.046863301189672905,5,-0.2773076452788062,0.0013153389069206255,5,0.7253571428571429,0.046384594557297765,5,-0.33611632636412375,0.0006357252043476859,5,0.37408133685736206,0.04663103171229101,5
mendeley,mendeley,ddqn,validation_fpr_limit,-0.208818796218763,0.01294790396313248,5,-0.293494242826842,0.011220467529416626,5,-0.09687459500867102,0.02975384175394678,5,-0.06151085005710556,0.018853486398194532,5,-0.024980956143840726,0.007837768891130293,5,-0.003214285714285714,0.002603103524484509,5,-0.0291482821714099,0.008507894063135549,5,-0.033677210333361754,0.010804676894835634,5
mendeley,mendeley,dqn,default,-0.210608252500812,0.011730447339500925,5,-0.29597584959093776,0.009862545520247774,5,-0.3162362896702708,0.06632960840467848,5,-0.42998857888725733,0.09556024471545585,5,-0.16099566053967362,0.058148834256678446,5,0.06085714285714285,0.11292658634290344,5,-0.24542286087220014,0.031029858600966295,5,-0.1956347514707136,0.09949645460040363,5
mendeley,mendeley,dqn,validation_f1,-0.210608252500812,0.011730447339500925,5,-0.29597584959093776,0.009862545520247774,5,-0.17139164505125665,0.0006260351356820212,5,0.07694566813509543,0.006094585523693062,5,-0.2787567768556298,0.003628700180006924,5,0.7493928571428572,0.007353587906732365,5,-0.3362235945038809,0.0007025495018683926,5,0.3980049450080996,0.0066884397099845104,5
mendeley,mendeley,dqn,validation_fpr_limit,-0.210608252500812,0.011730447339500925,5,-0.29597584959093776,0.009862545520247774,5,-0.1013782535993391,0.023870070278753684,5,-0.06431718061674009,0.01536960653790165,5,-0.026203425973537198,0.006203512689476774,5,-0.0033214285714285724,0.002555506259999761,5,-0.03049787602265579,0.0066491561132301855,5,-0.03519481626737147,0.009079437527160412,5
mendeley,mendeley,logistic,default,-0.23091900003730706,0.0,5,-0.33170327541197586,0.0,5,-0.2681285699161,0.0,5,-0.2191222059063469,0.0,5,-0.30564290245070636,0.0,5,0.44642857142857134,0.0,5,-0.33277538866745915,0.0,5,0.09864438571063172,0.0,5
mendeley,mendeley,logistic,validation_f1,-0.23091900003730706,0.0,5,-0.33170327541197586,0.0,5,-0.1702677176487477,0.0,5,0.08859520313264801,0.0,5,-0.28560878011292046,0.0,5,0.7632142857142857,0.0,5,-0.3373095412908189,0.0,5,0.4106914485463381,0.0,5
mendeley,mendeley,logistic,validation_fpr_limit,-0.23091900003730706,0.0,5,-0.33170327541197586,0.0,5,-0.08435483332451077,0.0,5,-0.051231848588676784,0.0,5,-0.011960878627545246,0.0,5,-0.006071428571428571,0.0,5,-0.02258021000862409,0.0,5,-0.029670048597493393,0.0,5
mendeley,mendeley,mlp,default,-0.20972002168469003,0.0028978625165550493,5,-0.28497052070950757,0.005209595428772494,5,-0.297320547546312,0.06340668754356898,5,-0.3659650840267581,0.164465439797386,5,-0.18047772042202262,0.08478290447336415,5,0.1696785714285714,0.2576660847385425,5,-0.2678218277276648,0.04988684890997438,5,-0.11022252536448121,0.20820540501267987,5
