tn,fp,fn,tp,accuracy,precision,recall,f1,fpr,specificity,balanced_accuracy,average_precision,roc_auc,predicted_malicious_fraction,n,source,target,model,seed,operating_point,threshold,fit_seconds,inference_seconds
0,1556,0,1517,0.4936544093719492,0.4936544093719492,1.0,0.6610021786492375,1.0,0.0,0.5,0.4936544093719492,0.5,1.0,3073,iscx,iscx,always_malicious,11,default,0.5000000000000001,1.800013706088066e-06,4.1899969801306725e-05
0,1556,0,1517,0.4936544093719492,0.4936544093719492,1.0,0.6610021786492375,1.0,0.0,0.5,0.4936544093719492,0.5,1.0,3073,iscx,iscx,always_malicious,11,validation_f1,1.0,1.800013706088066e-06,4.1899969801306725e-05
1556,0,1517,0,0.5063455906280507,0.0,0.0,0.0,0.0,1.0,0.5,0.4936544093719492,0.5,0.0,3073,iscx,iscx,always_malicious,11,validation_fpr_limit,1.0000000000000002,1.800013706088066e-06,4.1899969801306725e-05
0,5600,0,6129,0.5225509421093018,0.5225509421093018,1.0,0.6864150520775003,1.0,0.0,0.5,0.5225509421093018,0.5,1.0,11729,iscx,mendeley,always_malicious,11,default,0.5000000000000001,1.800013706088066e-06,7.479987107217312e-05
0,5600,0,6129,0.5225509421093018,0.5225509421093018,1.0,0.6864150520775003,1.0,0.0,0.5,0.5225509421093018,0.5,1.0,11729,iscx,mendeley,always_malicious,11,validation_f1,1.0,1.800013706088066e-06,7.479987107217312e-05
5600,0,6129,0,0.47744905789069825,0.0,0.0,0.0,0.0,1.0,0.5,0.5225509421093018,0.5,0.0,11729,iscx,mendeley,always_malicious,11,validation_fpr_limit,1.0000000000000002,1.800013706088066e-06,7.479987107217312e-05
1364,192,288,1229,0.8438008460787504,0.8648838845883181,0.8101516150296638,0.8366235534377128,0.12339331619537275,0.8766066838046273,0.8433791494171455,0.9406952918396636,0.9345532126897731,0.4624145785876993,3073,iscx,iscx,logistic,11,default,5e-324,0.032554500037804246,0.0004229999613016844
1347,209,278,1239,0.8415229417507322,0.8556629834254144,0.8167435728411339,0.8357504215851602,0.13431876606683804,0.865681233933162,0.841212403387148,0.9406952918396636,0.9345532126897731,0.4712007809957696,3073,iscx,iscx,logistic,11,validation_f1,-0.1349935531616211,0.032554500037804246,0.0004229999613016844
1544,12,726,791,0.7598438008460787,0.9850560398505604,0.5214238628872775,0.6818965517241379,0.007712082262210797,0.9922879177377892,0.7568558903125333,0.9406952918396636,0.9345532126897731,0.26130816791409045,3073,iscx,iscx,logistic,11,validation_fpr_limit,2.9301509857177734,0.032554500037804246,0.0004229999613016844
155,5445,930,5199,0.4564754028476426,0.4884441939120631,0.8482623592755751,0.6199248792702557,0.9723214285714286,0.027678571428571427,0.4379704653520733,0.3535363665992691,0.12712840593897862,0.9074942450336773,11729,iscx,mendeley,logistic,11,default,5e-324,0.032554500037804246,0.0007174999918788671
146,5454,868,5261,0.46099411714553673,0.4909939337377508,0.8583782019905368,0.6246734742341487,0.9739285714285715,0.026071428571428572,0.4422248152809827,0.3535363665992691,0.12712840593897862,0.9135476170176485,11729,iscx,mendeley,logistic,11,validation_f1,-0.1349935531616211,0.032554500037804246,0.0007174999918788671
317,5283,2105,4024,0.3701082786256288,0.43236273772429357,0.656550823951705,0.5213785954910599,0.9433928571428571,0.056607142857142856,0.35657898340442395,0.3535363665992691,0.12712840593897862,0.793503282462273,11729,iscx,mendeley,logistic,11,validation_fpr_limit,2.9301509857177734,0.032554500037804246,0.0007174999918788671
1476,80,172,1345,0.9179954441913439,0.9438596491228071,0.8866183256427159,0.9143439836845684,0.05141388174807198,0.9485861182519281,0.917602221947322,0.976416981582803,0.9704539639018289,0.4637162382037097,3073,iscx,iscx,random_forest,11,default,0.5000000000000001,1.2780167998280376,0.12630659993737936
1301,255,86,1431,0.8890335177351123,0.8487544483985765,0.9433091628213579,0.8935373087730253,0.16388174807197944,0.8361182519280206,0.8897137073746892,0.976416981582803,0.9704539639018289,0.5486495281483892,3073,iscx,iscx,random_forest,11,validation_f1,0.24811376316117578,1.2780167998280376,0.12630659993737936
1540,16,281,1236,0.9033517735112269,0.987220447284345,0.8147659854976929,0.8927410617551462,0.010282776349614395,0.9897172236503856,0.9022416045740392,0.976416981582803,0.9704539639018289,0.4074194598112594,3073,iscx,iscx,random_forest,11,validation_fpr_limit,0.7121225107079452,1.2780167998280376,0.12630659993737936
115,5485,578,5551,0.4830761360729815,0.5029902138455963,0.9056942404960026,0.6467812408971745,0.9794642857142857,0.020535714285714286,0.46311497739085844,0.42529666551249246,0.3108464588723399,0.9409156790860261,11729,iscx,mendeley,random_forest,11,default,0.5000000000000001,1.2780167998280376,0.13370079989545047
85,5515,391,5738,0.4964617614459886,0.5099084688527504,0.9362049273943547,0.6602232194223909,0.9848214285714286,0.015178571428571428,0.475691749411463,0.42529666551249246,0.3108464588723399,0.9594168300792907,11729,iscx,mendeley,random_forest,11,validation_f1,0.24811376316117578,1.2780167998280376,0.13370079989545047
172,5428,1001,5128,0.45187142978941086,0.48579007199696855,0.8366780877794093,0.6146838477674558,0.9692857142857143,0.030714285714285715,0.4336961867468475,0.42529666551249246,0.3108464588723399,0.8999914741239662,11729,iscx,mendeley,random_forest,11,validation_fpr_limit,0.7121225107079452,1.2780167998280376,0.13370079989545047
1490,66,203,1314,0.9124633908232997,0.9521739130434783,0.8661832564271589,0.90714532274767,0.042416452442159386,0.9575835475578406,0.9118834019924997,0.9728042377112783,0.9668436384217938,0.4490725675235926,3073,iscx,iscx,mlp,11,default,5e-324,39.101701700128615,0.007224200060591102
1426,130,142,1375,0.9114871461112919,0.9136212624584718,0.9063941990771259,0.9099933818663137,0.08354755784061697,0.916452442159383,0.9114233206182545,0.9728042377112783,0.9668436384217938,0.489749430523918,3073,iscx,iscx,mlp,11,validation_f1,-0.7685058116912842,39.101701700128615,0.007224200060591102
1546,10,403,1114,0.8656036446469249,0.9911032028469751,0.7343441001977588,0.8436198409693298,0.006426735218508998,0.993573264781491,0.8639586824896248,0.9728042377112783,0.9668436384217938,0.3657663520989261,3073,iscx,iscx,mlp,11,validation_fpr_limit,1.8789303302764893,39.101701700128615,0.007224200060591102
151,5449,768,5361,0.4699462869809873,0.4959296947271045,0.8746940773372491,0.6329771533148356,0.9730357142857143,0.026964285714285715,0.4508291815257674,0.3434692862171296,0.11562170768943897,0.9216471992497229,11729,iscx,mendeley,mlp,11,default,5e-324,39.101701700128615,0.018728999886661768
115,5485,611,5518,0.4802625969818399,0.5014995910206307,0.9003100016315876,0.6441746439411628,0.9794642857142857,0.020535714285714286,0.46042285795865096,0.3434692862171296,0.11562170768943897,0.9381021399948845,11729,iscx,mendeley,mlp,11,validation_f1,-0.7685058116912842,39.101701700128615,0.018728999886661768
198,5402,1223,4906,0.4351607127632364,0.4759410166860691,0.800456844509708,0.5969459147046298,0.9646428571428571,0.03535714285714286,0.41790699368342543,0.3434692862171296,0.11562170768943897,0.8788473015602353,11729,iscx,mendeley,mlp,11,validation_fpr_limit,1.8789303302764893,39.101701700128615,0.018728999886661768
1396,160,125,1392,0.9072567523592581,0.8969072164948454,0.9176005273566249,0.9071358748778103,0.10282776349614396,0.897172236503856,0.9073863819302405,0.9689754358142848,0.9629270156732694,0.5050439310120404,3073,iscx,iscx,dqn,11,default,5e-324,57.994426999939606,0.0032822999637573957
1325,231,111,1406,0.8887081028311097,0.8588882101405009,0.926829268292683,0.891566265060241,0.14845758354755784,0.8515424164524421,0.8891858423725625,0.9689754358142848,0.9629270156732694,0.5327041978522616,3073,iscx,iscx,dqn,11,validation_f1,-0.13855361938476562,57.994426999939606,0.0032822999637573957
1541,15,490,1027,0.8356654734786854,0.9856046065259118,0.6769940672379697,0.8026572880031262,0.009640102827763496,0.9903598971722365,0.8336769822051031,0.9689754358142848,0.9629270156732694,0.33908232997071264,3073,iscx,iscx,dqn,11,validation_fpr_limit,1.5584526062011719,57.994426999939606,0.0032822999637573957
110,5490,588,5541,0.4817972546679171,0.5023116671199347,0.9040626529613314,0.6458041958041958,0.9803571428571428,0.019642857142857142,0.4618527550520943,0.3656774420579373,0.16489179078386124,0.940489385284338,11729,iscx,mendeley,dqn,11,default,5e-324,57.994426999939606,0.01450189994648099
106,5494,550,5579,0.48469605251939635,0.5038381649056263,0.9102626855930821,0.6486455063364726,0.9810714285714286,0.01892857142857143,0.46459562851082675,0.3656774420579373,0.16489179078386124,0.9440702532185182,11729,iscx,mendeley,dqn,11,validation_f1,-0.13855361938476562,57.994426999939606,0.01450189994648099
