source,target,seed,operating_point,average_precision_ddqn_minus_dqn,roc_auc_ddqn_minus_dqn,f1_ddqn_minus_dqn,precision_ddqn_minus_dqn,recall_ddqn_minus_dqn,fpr_ddqn_minus_dqn,balanced_accuracy_ddqn_minus_dqn
iscx,iscx,11,default,-0.0001899095213434565,-0.0002461392987446187,0.0006844246230216511,0.019759450171821236,-0.018457481872116044,-0.023136246786632397,0.0023393824572581767
iscx,iscx,11,validation_f1,-0.0001899095213434565,-0.0002461392987446187,0.011234393918342245,0.04361508366714073,-0.02373104812129212,-0.05334190231362468,0.01480542709616639
iscx,iscx,11,validation_fpr_limit,-0.0001899095213434565,-0.0002461392987446187,0.020239369699524556,0.0005832387779556303,0.029004614370467974,0.0,0.014502307185233931
iscx,iscx,23,default,-0.0002138367147977993,-0.00022876974409979933,-0.006208090892203311,-0.0032763037222098834,-0.009228740936057966,0.0025706940874035966,-0.005899717511730684
iscx,iscx,23,validation_f1,-0.0002138367147977993,-0.00022876974409979933,0.019169563533565692,0.07027475845410625,-0.03493737640079109,-0.08419023136246787,0.02462642748083832
iscx,iscx,23,validation_fpr_limit,-0.0002138367147977993,-0.00022876974409979933,-0.0004298638464720339,0.0027430001575222684,-0.0019775873434410007,-0.0019280205655526992,-2.478338894418286e-05
iscx,iscx,37,default,-0.00021340383431733834,-4.575394881989325e-05,-0.0008196535974314134,0.0005487790818325955,-0.0019775873434410007,-0.0006426735218508992,-0.0006674569107950612
iscx,iscx,37,validation_f1,-0.00021340383431733834,-4.575394881989325e-05,-0.016441464849775933,-0.042750354412185554,0.013183915622939968,0.052699228791773786,-0.01975765658441697
iscx,iscx,37,validation_fpr_limit,-0.00021340383431733834,-4.575394881989325e-05,-0.0016019753145041227,0.0044846053744830305,-0.004614370468029039,-0.0032133676092544992,-0.000700501429387268
iscx,iscx,51,default,-0.0005174420725455597,-0.0004969387219058152,0.0033932627128365755,-0.0037893923908616234,0.009887936717205004,0.004498714652956294,0.0026946110321244277
iscx,iscx,51,validation_f1,-0.0005174420725455597,-0.0004969387219058152,0.000524167072033288,0.009996880158290145,-0.010547132498352041,-0.014138817480719795,0.0017958424911838078
iscx,iscx,51,validation_fpr_limit,-0.0005174420725455597,-0.0004969387219058152,0.0005844122521304618,-0.0036984227998994035,0.002636783124588038,0.0025706940874035992,3.3044518592206806e-05
iscx,iscx,71,default,-0.00015059931565752915,-0.00026393250106349075,-0.0023698769589378665,0.011685158540648888,-0.015161502966380969,-0.012853470437017997,-0.0011540162646814789
iscx,iscx,71,validation_f1,-0.00015059931565752915,-0.00026393250106349075,-0.0011321354271890405,-0.004383841886008821,0.002636783124588038,0.005784061696658099,-0.0015736392860350445
iscx,iscx,71,validation_fpr_limit,-0.00015059931565752915,-0.00026393250106349075,0.0030025474357281423,-0.0017637644018446696,0.005273566249176076,0.0012853470437017992,0.0019941096027371596
iscx,mendeley,11,default,-0.004459328830194176,-0.02532660886185112,-0.005832336743399669,-0.002860715436186545,-0.013542176537771233,-0.0035714285714285587,-0.004985373983171337
iscx,mendeley,11,validation_f1,-0.004459328830194176,-0.02532660886185112,-0.005270886098099115,-0.002700456705025611,-0.011910589003100047,-0.0023214285714285854,-0.004794580215835731
iscx,mendeley,11,validation_fpr_limit,-0.004459328830194176,-0.02532660886185112,0.00961752983425368,0.005763379531500745,0.018110621634850665,0.00017857142857147235,0.008966025103139597
iscx,mendeley,23,default,-0.08631371722691983,-0.13531865487261965,-0.0011922058920132983,-0.0005856173967987433,-0.002773698808941072,-0.0007142857142856673,-0.0010297065473277023
iscx,mendeley,23,validation_f1,-0.08631371722691983,-0.13531865487261965,-0.010754351145167207,-0.005287355280156447,-0.02496328928046987,-0.00642857142857145,-0.00926735892594921
iscx,mendeley,23,validation_fpr_limit,-0.08631371722691983,-0.13531865487261965,0.0018047485302010724,0.0010124087649475144,0.0035894925762767205,0.000535714285714306,0.0015268891452812072
iscx,mendeley,37,default,-0.048240882235136395,-0.07100945738060271,-0.0019868064434678256,-0.0011255915254401727,-0.004078968836678021,-0.00017857142857147235,-0.0019501987040532742
iscx,mendeley,37,validation_f1,-0.048240882235136395,-0.07100945738060271,0.006031646156264392,0.0030318287204823546,0.01386849404470547,0.0030357142857142527,0.005416389879495609
iscx,mendeley,37,validation_fpr_limit,-0.048240882235136395,-0.07100945738060271,0.004402015577202989,0.002638209536240721,0.008321096426823327,0.0,0.004160548213411663
iscx,mendeley,51,default,0.07184144228054756,0.07795854893597182,0.0012930938420826488,0.0006475125731042475,0.002936857562408246,0.0007142857142857784,0.0011112859240612338
iscx,mendeley,51,validation_f1,0.07184144228054756,0.07795854893597182,-0.0006300626469687431,-0.0003110362750819995,-0.001468428781204123,-0.0003571428571429447,-0.0005556429620305892
iscx,mendeley,51,validation_fpr_limit,0.07184144228054756,0.07795854893597182,0.0029702282055951157,0.0017929214201670152,0.005547397617882255,0.0,0.0027736988089411274
iscx,mendeley,71,default,0.02505432388298323,0.0360550689928443,-0.0020296044557680526,-0.0009756777103064329,-0.004731603850546495,-0.0014285714285713347,-0.0016515162109875803
iscx,mendeley,71,validation_f1,0.02505432388298323,0.0360550689928443,0.001141103545939104,0.0006270612352624605,0.0024473813020068347,0.00017857142857147235,0.0011344049367176812
iscx,mendeley,71,validation_fpr_limit,0.02505432388298323,0.0360550689928443,0.005927973146135357,0.003573267669721991,0.011094795235764399,0.0,0.005547397617882199
mendeley,iscx,11,default,-0.02006024298778153,-0.026398969349938017,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,11,validation_f1,-0.02006024298778153,-0.026398969349938017,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,11,validation_fpr_limit,-0.02006024298778153,-0.026398969349938017,-0.012913365315294023,-0.007752349951838433,-0.016479894528674988,-0.012210796915167021,-0.0021345488067539553
mendeley,iscx,23,default,-0.0042329019090769915,-0.007067714149663007,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,23,validation_f1,-0.0042329019090769915,-0.007067714149663007,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,23,validation_fpr_limit,-0.0042329019090769915,-0.007067714149663007,-0.004396830710858168,-0.07488623046131837,0.004614370468029039,0.03341902313624679,-0.014402326334108873
mendeley,iscx,37,default,0.008781597356025017,0.022081787725401814,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,37,validation_f1,0.008781597356025017,0.022081787725401814,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,37,validation_fpr_limit,0.008781597356025017,0.022081787725401814,0.031727788870201556,0.027397925831699088,0.03493737640079103,-0.005784061696658127,0.02036071904872455
mendeley,iscx,51,default,-0.13128913110007645,-0.11439525141794882,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,51,validation_f1,-0.13128913110007645,-0.11439525141794882,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,51,validation_fpr_limit,-0.13128913110007645,-0.11439525141794882,-0.052211170484416924,-0.13920629540665208,0.0,0.237146529562982,-0.1185732647814911
mendeley,iscx,71,default,-0.0033713159076714794,-0.006303453745299614,-0.0002917842277949667,-0.00016482603861589507,-0.0006591957811470373,0.0,-0.0003295978905735186
mendeley,iscx,71,validation_f1,-0.0033713159076714794,-0.006303453745299614,0.0,0.0,0.0,0.0,0.0
mendeley,iscx,71,validation_fpr_limit,-0.0033713159076714794,-0.006303453745299614,-0.02703274437660322,-0.02465058423977584,-0.027686222808174038,-0.0025706940874036244,-0.012557764360385248
mendeley,mendeley,11,default,-0.002101119545071195,-0.00039751008088018125,-8.836409967161174e-05,-2.7297019363992092e-05,-0.0001631587534670631,0.0,-8.157937673358706e-05
mendeley,mendeley,11,validation_f1,-0.002101119545071195,-0.00039751008088018125,0.00013069601304893652,0.0005948742656206596,-0.0004894762604014113,-0.0010714285714285565,0.00029097615551365585
